2022-11-10 15:24:23,791;47800
2022-11-10 15:24:27,409;48354
2022-11-10 15:24:36,675;49782
2022-11-10 15:24:37,019;49836
2022-11-10 15:24:37,503;49902
2022-11-10 15:24:37,863;49957
2022-11-10 15:24:37,925;49967
2022-11-10 15:24:51,831;52136
2022-11-10 15:24:59,895;53390
2022-11-10 15:25:01,392;53626
2022-11-10 15:25:01,642;53664
2022-11-10 15:25:05,192;54219
2022-11-10 15:25:08,177;54688
2022-11-10 15:25:13,661;55546
2022-11-10 15:25:17,364;56114
2022-11-10 15:25:20,395;56573
2022-11-10 15:25:25,036;57291
2022-11-10 15:25:33,740;58697
2022-11-10 15:25:36,631;59148
2022-11-10 15:25:38,631;59467
2022-11-10 15:25:42,834;60125
2022-11-10 15:25:47,099;60783
2022-11-10 15:25:49,178;61108
2022-11-10 15:25:50,178;61251
2022-11-10 15:25:51,537;61466
2022-11-10 15:26:02,067;63101
2022-11-10 15:26:12,302;64679
2022-11-10 15:26:20,552;65953
2022-11-10 15:26:21,114;66042
2022-11-10 15:26:27,146;66979
2022-11-10 15:26:37,927;68584
2022-11-10 15:26:38,161;68621
2022-11-10 15:26:38,942;68742
2022-11-10 15:26:39,411;68814
2022-11-10 15:26:40,489;68982
2022-11-10 15:26:41,317;69116
2022-11-10 15:26:47,802;70093
2022-11-10 15:26:49,036;70279
2022-11-10 15:27:01,398;72207
2022-11-10 15:27:02,789;72429
2022-11-10 15:27:04,930;72751
2022-11-10 15:27:11,727;73804
2022-11-10 15:27:16,664;74514
2022-11-10 15:27:21,773;75310
2022-11-10 15:27:22,383;75403
2022-11-10 15:27:22,617;75441
2022-11-10 15:27:26,961;76051
2022-11-10 15:27:30,154;76553
2022-11-10 15:27:30,326;76580
2022-11-10 15:27:31,607;76778
2022-11-10 15:27:49,665;79537
2022-11-10 15:27:58,336;80868
2022-11-10 15:27:59,602;81067
2022-11-10 15:28:01,653;81386
2022-11-10 15:28:10,290;82720
2022-11-10 15:28:11,493;82908
2022-11-10 15:28:14,602;83381
2022-11-10 15:28:22,322;84586
2022-11-10 15:28:27,666;85424
2022-11-10 15:28:38,938;87163
2022-11-10 15:28:44,360;87991
2022-11-10 15:28:48,828;88674
2022-11-10 15:29:00,580;90484
2022-11-10 15:29:06,094;91343
2022-11-10 15:29:08,188;91665
2022-11-10 15:29:10,735;92062
2022-11-10 15:29:24,485;94199
2022-11-10 15:29:25,188;94306
2022-11-10 15:29:28,954;94875
2022-11-10 15:29:29,329;94934
2022-11-10 15:29:30,673;95148
2022-11-10 15:29:36,234;96009
2022-11-10 15:29:37,344;96182
2022-11-10 15:29:40,234;96611
2022-11-10 15:29:41,891;96872
2022-11-10 15:29:42,391;96949
2022-11-10 15:29:46,437;97568
2022-11-10 15:29:48,781;97923
2022-11-10 15:29:50,844;98247
2022-11-10 15:29:53,922;98712
2022-11-10 15:29:57,938;99336
2022-11-10 15:29:59,844;99619
2022-11-10 15:30:04,469;100337
2022-11-10 15:30:05,610;100514
2022-11-10 15:30:07,751;100845
2022-11-10 15:30:11,547;101442
2022-11-10 15:30:14,594;101905
2022-11-10 15:30:14,797;101938
2022-11-10 15:30:24,001;103377
2022-11-10 15:30:25,610;103629
2022-11-10 15:30:25,907;103677
2022-11-10 15:30:27,688;103957
2022-11-10 15:30:30,188;104352
2022-11-10 15:30:34,305;105000
2022-11-10 15:30:37,555;105508
2022-11-10 15:30:43,243;106388
2022-11-10 15:30:43,446;106420
2022-11-10 15:30:48,134;107143
2022-11-10 15:30:48,493;107199
2022-11-10 15:30:57,040;108543
2022-11-10 15:30:57,180;108561
2022-11-10 15:31:02,943;109468
2022-11-10 15:31:03,552;109565
2022-11-10 15:31:08,443;110324
2022-11-10 15:31:12,271;110926
2022-11-10 15:31:17,255;111703
2022-11-10 15:31:19,521;112040
2022-11-10 15:31:19,787;112082
2022-11-10 15:31:29,490;113593
2022-11-10 15:31:31,177;113852
2022-11-10 15:31:34,037;114302
2022-11-10 15:31:34,099;114313
2022-11-10 15:31:55,303;117611
2022-11-10 15:31:56,865;117849
2022-11-10 15:31:59,912;118322
2022-11-10 15:32:00,346;118390
2022-11-10 15:32:01,846;118616
2022-11-10 15:32:10,335;119932
2022-11-10 15:32:15,554;120749
2022-11-10 15:32:18,679;121227
2022-11-10 15:32:19,100;121295
2022-11-10 15:32:26,100;122374
2022-11-10 15:32:27,741;122625
2022-11-10 15:32:34,022;123602
2022-11-10 15:32:43,680;125123
2022-11-10 15:32:43,883;125155
2022-11-10 15:32:49,649;126056
2022-11-10 15:32:54,821;126802
2022-11-10 15:32:56,539;127070
2022-11-10 15:33:05,461;128448
2022-11-10 15:33:09,773;129128
2022-11-10 15:33:11,851;129455
2022-11-10 15:33:20,945;130819
2022-11-10 15:33:26,398;131678
2022-11-10 15:33:33,117;132710
2022-11-10 15:33:33,148;132713
2022-11-10 15:33:38,134;133493
2022-11-10 15:33:41,181;133976
2022-11-10 15:33:43,712;134353
2022-11-10 15:33:44,087;134411
2022-11-10 15:33:50,603;135403
2022-11-10 15:33:53,353;135838
2022-11-10 15:34:04,192;137501
2022-11-10 15:34:04,755;137592
2022-11-10 15:34:09,536;138345
2022-11-10 15:34:10,255;138455
2022-11-10 15:34:14,036;139047
2022-11-10 15:34:17,005;139491
2022-11-10 15:34:41,869;143380
2022-11-10 15:34:43,739;143667
2022-11-10 15:34:50,927;144799
2022-11-10 15:34:55,333;145482
2022-11-10 15:35:04,334;146829
2022-11-10 15:35:05,974;147091
2022-11-10 15:35:10,131;147739
2022-11-10 15:35:24,057;149911
2022-11-10 15:35:35,995;151715
2022-11-10 15:35:41,370;152553
2022-11-10 15:35:41,634;152597
2022-11-10 15:35:43,243;152844
2022-11-10 15:35:46,024;153273
2022-11-10 15:35:47,790;153547
2022-11-10 15:35:51,087;154039
2022-11-10 15:35:51,852;154157
2022-11-10 15:35:53,259;154373
2022-11-10 15:36:00,271;155452
2022-11-10 15:36:11,974;157331
2022-11-10 15:36:15,585;157896
2022-11-10 15:36:20,132;158596
2022-11-10 15:36:22,975;159027
2022-11-10 15:36:24,147;159216
2022-11-10 15:36:24,413;159256
2022-11-10 15:36:24,804;159318
2022-11-10 15:36:25,460;159424
2022-11-10 15:36:26,382;159567
2022-11-10 15:36:27,460;159739
2022-11-10 15:36:29,913;160109
2022-11-10 15:36:38,132;161363
2022-11-10 15:36:38,679;161448
2022-11-10 15:36:41,022;161805
2022-11-10 15:36:53,601;163761
2022-11-10 15:36:56,382;164196
2022-11-10 15:37:07,305;165905
2022-11-10 15:37:10,227;166366
2022-11-10 15:37:16,790;167334
2022-11-10 15:37:26,698;168871
2022-11-10 15:37:38,761;170749
2022-11-10 15:37:39,011;170790
2022-11-10 15:37:43,370;171472
2022-11-10 15:37:51,019;172653
2022-11-10 15:37:51,972;172803
2022-11-10 15:37:52,847;172942
2022-11-10 15:37:57,957;173721
2022-11-10 15:38:02,703;174459
2022-11-10 15:38:11,285;175737
2022-11-10 15:38:11,707;175794
2022-11-10 15:38:13,582;176090
2022-11-10 15:38:16,426;176532
2022-11-10 15:38:16,567;176547
2022-11-10 15:38:18,075;176778
2022-11-10 15:38:19,552;177009
2022-11-10 15:38:24,036;177709
2022-11-10 15:38:27,380;178232
2022-11-10 15:38:31,474;178857
2022-11-10 15:38:33,692;179202
2022-11-10 15:38:35,192;179437
2022-11-10 15:38:36,411;179625
2022-11-10 15:38:36,786;179685
2022-11-10 15:38:38,036;179880
2022-11-10 15:38:40,786;180293
2022-11-10 15:38:42,286;180529
2022-11-10 15:38:43,989;180795
2022-11-10 15:38:52,553;182049
2022-11-10 15:39:02,237;183560
2022-11-10 15:39:06,929;184295
2022-11-10 15:39:08,585;184557
2022-11-10 15:39:08,835;184594
2022-11-10 15:39:09,601;184713
2022-11-10 15:39:12,538;185174
2022-11-10 15:39:13,304;185295
2022-11-10 15:39:13,554;185333
2022-11-10 15:39:17,976;186025
2022-11-10 15:39:19,712;186299
2022-11-10 15:39:23,275;186848
2022-11-10 15:39:23,322;186854
2022-11-10 15:39:27,978;187561
2022-11-10 15:39:31,415;188099
2022-11-10 15:39:39,478;189332
2022-11-10 15:39:43,103;189895
2022-11-10 15:39:43,197;189908
2022-11-10 15:39:43,384;189935
2022-11-10 15:39:45,900;190318
2022-11-10 15:39:47,025;190494
2022-11-10 15:39:49,165;190826
2022-11-10 15:39:57,063;192053
2022-11-10 15:39:57,484;192117
2022-11-10 15:40:01,199;192702
2022-11-10 15:40:02,433;192894
2022-11-10 15:40:02,777;192948
2022-11-10 15:40:03,090;192994
2022-11-10 15:40:03,215;193015
2022-11-10 15:40:09,657;194024
2022-11-10 15:40:29,457;197077
2022-11-10 15:40:30,332;197213
2022-11-10 15:40:30,629;197257
2022-11-10 15:40:30,972;197310
2022-11-10 15:40:34,722;197899
2022-11-10 15:40:35,816;198071
2022-11-10 15:40:41,082;198882
2022-11-10 15:40:43,566;199267
2022-11-10 15:40:49,269;200147
2022-11-10 15:40:49,832;200237
2022-11-10 15:40:50,738;200376
2022-11-10 15:40:50,738;200377
2022-11-10 15:40:51,551;200503
2022-11-10 15:40:52,066;200583
2022-11-10 15:40:55,412;201107
2022-11-10 15:41:12,648;203790
2022-11-10 15:41:13,304;203896
2022-11-10 15:41:21,945;205241
2022-11-10 15:41:38,898;207801
2022-11-10 15:41:53,711;210076
2022-11-10 15:42:06,399;212014
2022-11-10 15:42:09,321;212470
2022-11-10 15:42:12,884;213017
2022-11-10 15:42:18,759;213917
2022-11-10 15:42:21,649;214366
2022-11-10 15:42:24,181;214755
2022-11-10 15:42:24,540;214811
2022-11-10 15:42:27,801;215322
2022-11-10 15:42:29,051;215522
2022-11-10 15:42:29,536;215583
2022-11-10 15:42:31,926;215956
2022-11-10 15:42:32,348;216021
2022-11-10 15:42:38,551;216977
2022-11-10 15:42:38,989;217045
2022-11-10 15:42:41,333;217388
2022-11-10 15:42:45,723;218065
2022-11-10 15:42:48,020;218426
2022-11-10 15:42:59,797;220276
2022-11-10 15:43:03,506;220851
2022-11-10 15:43:08,240;221577
2022-11-10 15:43:10,240;221885
2022-11-10 15:43:14,459;222519
2022-11-10 15:43:18,771;223195
2022-11-10 15:43:19,271;223273
2022-11-10 15:43:25,256;224182
2022-11-10 15:43:27,053;224469
2022-11-10 15:43:27,115;224479
2022-11-10 15:43:31,884;225209
2022-11-10 15:43:32,696;225335
2022-11-10 15:43:32,759;225341
2022-11-10 15:43:33,429;225445
2022-11-10 15:43:33,648;225481
2022-11-10 15:43:43,913;227077
2022-11-10 15:43:45,413;227315
2022-11-10 15:43:50,569;228110
2022-11-10 15:43:55,851;228912
2022-11-10 15:43:56,679;229044
2022-11-10 15:43:58,819;229376
2022-11-10 15:44:00,065;229574
2022-11-10 15:44:01,221;229754
2022-11-10 15:44:01,905;229862
2022-11-10 15:44:03,758;230136
2022-11-10 15:44:05,289;230374
2022-11-10 15:44:06,133;230509
2022-11-10 15:44:07,258;230685
2022-11-10 15:44:07,695;230748
2022-11-10 15:44:08,492;230869
2022-11-10 15:44:10,195;231132
2022-11-10 15:44:15,680;231969
2022-11-10 15:44:16,805;232139
2022-11-10 15:44:19,039;232489
2022-11-10 15:44:24,664;233373
2022-11-10 15:44:25,055;233414
2022-11-10 15:44:30,367;234245
2022-11-10 15:44:43,056;236220
2022-11-10 15:44:44,369;236427
2022-11-10 15:44:48,400;237044
2022-11-10 15:44:48,587;237072
2022-11-10 15:44:54,369;237976
2022-11-10 15:44:59,790;238803
2022-11-10 15:45:00,443;238907
2022-11-10 15:45:01,037;239001
2022-11-10 15:45:02,068;239159
2022-11-10 15:45:14,911;241163
2022-11-10 15:45:22,786;242371
2022-11-10 15:45:22,911;242394
2022-11-10 15:45:23,661;242511
2022-11-10 15:45:29,646;243432
2022-11-10 15:45:41,005;245168
2022-11-10 15:45:52,833;246983
2022-11-10 15:46:00,783;248202
2022-11-10 15:46:09,788;249652
2022-11-10 15:46:11,335;249897
2022-11-10 15:46:16,444;250699
2022-11-10 15:46:22,476;251627
2022-11-10 15:46:29,804;252768
2022-11-10 15:46:31,444;253027
2022-11-10 15:46:31,648;253059
2022-11-10 15:46:32,851;253247
2022-11-10 15:46:34,773;253547
2022-11-10 15:46:38,569;254138
2022-11-10 15:46:45,570;255207
2022-11-10 15:46:45,648;255218
2022-11-10 15:46:47,961;255581
2022-11-10 15:46:56,086;256826
2022-11-10 15:47:01,473;257586
2022-11-10 15:47:03,851;257956
2022-11-10 15:47:07,992;258599
2022-11-10 15:47:08,148;258624
2022-11-10 15:47:08,539;258685
2022-11-10 15:47:09,492;258833
2022-11-10 15:47:16,603;259956
2022-11-10 15:47:17,962;260153
2022-11-10 15:47:23,884;261073
2022-11-10 15:47:28,196;261748
2022-11-10 15:47:33,478;262563
2022-11-10 15:47:36,821;263081
2022-11-10 15:47:40,556;263598
2022-11-10 15:47:43,325;264028
2022-11-10 15:47:44,887;264275
2022-11-10 15:47:46,887;264592
2022-11-10 15:47:49,481;264985
2022-11-10 15:48:01,195;266797
2022-11-10 15:48:01,274;266810
2022-11-10 15:48:02,508;266987
2022-11-10 15:48:07,133;267711
2022-11-10 15:48:12,789;268584
2022-11-10 15:48:13,102;268636
2022-11-10 15:48:13,602;268712
2022-11-10 15:48:14,149;268797
2022-11-10 15:48:15,204;268963
2022-11-10 15:48:16,485;269162
2022-11-10 15:48:18,563;269469
2022-11-10 15:48:19,016;269540
2022-11-10 15:48:28,969;271086
2022-11-10 15:48:30,063;271254
2022-11-10 15:48:31,594;271494
2022-11-10 15:48:37,407;272407
2022-11-10 15:48:37,579;272436
2022-11-10 15:48:37,938;272493
2022-11-10 15:48:39,094;272670
2022-11-10 15:48:43,016;273284
2022-11-10 15:48:47,163;273916
2022-11-10 15:49:00,849;276046
2022-11-10 15:49:01,880;276209
2022-11-10 15:49:02,208;276262
2022-11-10 15:49:06,039;276849
2022-11-10 15:49:07,414;277058
2022-11-10 15:49:09,429;277355
2022-11-10 15:49:12,111;277769
2022-11-10 15:49:12,346;277807
2022-11-10 15:49:15,884;278360
2022-11-10 15:49:23,833;279570
2022-11-10 15:49:30,818;280640
2022-11-10 15:49:30,943;280660
2022-11-10 15:49:33,927;281114
2022-11-10 15:49:35,099;281299
2022-11-10 15:49:35,755;281400
2022-11-10 15:49:47,630;283234
2022-11-10 15:49:54,271;284274
2022-11-10 15:49:57,552;284770
2022-11-10 15:49:59,567;285085
2022-11-10 15:50:00,938;285266
2022-11-10 15:50:02,267;285460
2022-11-10 15:50:03,329;285616
2022-11-10 15:50:06,256;286073
2022-11-10 15:50:06,474;286105
2022-11-10 15:50:06,584;286123
2022-11-10 15:50:06,896;286170
2022-11-10 15:50:09,959;286638
2022-11-10 15:50:13,443;287177
2022-11-10 15:50:15,115;287427
2022-11-10 15:50:27,913;289393
2022-11-10 15:50:34,054;290345
2022-11-10 15:50:35,022;290497
2022-11-10 15:50:35,741;290607
2022-11-10 15:50:39,835;291228
2022-11-10 15:50:41,382;291469
2022-11-10 15:50:42,616;291664
2022-11-10 15:50:44,679;291976
2022-11-10 15:50:51,226;292998
2022-11-10 15:50:57,398;293951
2022-11-10 15:50:58,039;294049
2022-11-10 15:50:58,679;294149
2022-11-10 15:51:15,993;296821
2022-11-10 15:51:16,118;296840
2022-11-10 15:51:22,134;297761
2022-11-10 15:51:27,245;298561
2022-11-10 15:51:32,089;299316
2022-11-10 15:51:32,276;299346
2022-11-10 15:51:33,683;299557
2022-11-10 15:51:34,479;299680
2022-11-10 15:51:35,120;299776
2022-11-10 15:51:40,276;300568
2022-11-10 15:51:43,229;301032
2022-11-10 15:51:43,948;301140
2022-11-10 15:51:50,495;302151
2022-11-10 15:52:01,619;303896
2022-11-10 15:52:03,432;304179
2022-11-10 15:52:04,125;304275
2022-11-10 15:52:04,437;304322
2022-11-10 15:52:05,687;304521
2022-11-10 15:52:07,609;304821
2022-11-10 15:52:08,281;304928
2022-11-10 15:52:32,813;308707
2022-11-10 15:52:35,016;309055
2022-11-10 15:52:35,203;309084
2022-11-10 15:52:38,938;309643
2022-11-10 15:52:39,828;309785
2022-11-10 15:52:42,813;310246
2022-11-10 15:52:47,344;310948
2022-11-10 15:52:50,453;311419
2022-11-10 15:52:51,375;311564
2022-11-10 15:52:53,235;311858
2022-11-10 15:52:54,156;312001
2022-11-10 15:52:59,938;312885
2022-11-10 15:53:05,564;313756
2022-11-10 15:53:08,329;314182
2022-11-10 15:53:15,220;315236
2022-11-10 15:53:20,626;316076
2022-11-10 15:53:24,892;316738
2022-11-10 15:53:24,954;316748
2022-11-10 15:53:28,407;317285
2022-11-10 15:53:30,048;317539
2022-11-10 15:53:36,830;318600
2022-11-10 15:53:38,346;318832
2022-11-10 15:53:45,252;319905
2022-11-10 15:53:48,096;320349
2022-11-10 15:53:49,096;320502
2022-11-10 15:53:49,314;320538
2022-11-10 15:53:49,752;320603
2022-11-10 15:53:52,674;321063
2022-11-10 15:53:53,892;321257
2022-11-10 15:53:56,299;321618
2022-11-10 15:53:57,502;321802
2022-11-10 15:54:01,658;322444
2022-11-10 15:54:10,597;323842
2022-11-10 15:54:21,910;325612
2022-11-10 15:54:22,410;325688
2022-11-10 15:54:23,300;325824
2022-11-10 15:54:23,550;325864
2022-11-10 15:54:24,113;325953
2022-11-10 15:54:30,566;326952
2022-11-10 15:54:32,847;327309
2022-11-10 15:54:34,785;327616
2022-11-10 15:54:35,222;327686
2022-11-10 15:54:35,597;327746
2022-11-10 15:54:38,692;328212
2022-11-10 15:54:40,660;328520
2022-11-10 15:54:42,270;328771
2022-11-10 15:54:44,957;329195
2022-11-10 15:54:46,067;329368
2022-11-10 15:54:47,879;329642
2022-11-10 15:54:53,082;330458
2022-11-10 15:54:54,098;330616
2022-11-10 15:54:56,770;331031
2022-11-10 15:54:58,207;331241
2022-11-10 15:54:59,426;331433
2022-11-10 15:55:13,976;333678
2022-11-10 15:55:16,241;334036
2022-11-10 15:55:18,866;334451
2022-11-10 15:55:20,038;334608
2022-11-10 15:55:21,991;334915
2022-11-10 15:55:22,944;335064
2022-11-10 15:55:33,898;336686
2022-11-10 15:55:43,976;338271
2022-11-10 15:55:44,210;338310
2022-11-10 15:55:48,023;338899
2022-11-10 15:55:48,398;338950
2022-11-10 15:55:49,960;339199
2022-11-10 15:55:54,023;339824
2022-11-10 15:55:58,945;340578
2022-11-10 15:56:09,461;342221
2022-11-10 15:56:16,851;343358
2022-11-10 15:56:17,414;343445
2022-11-10 15:56:18,039;343544
2022-11-10 15:56:19,367;343753
2022-11-10 15:56:19,445;343765
2022-11-10 15:56:27,055;344908
2022-11-10 15:56:35,570;346169
2022-11-10 15:56:36,039;346244
2022-11-10 15:56:47,757;348052
2022-11-10 15:56:52,509;348800
2022-11-10 15:56:59,071;349817
2022-11-10 15:57:04,319;350609
2022-11-10 15:57:13,334;352004
2022-11-10 15:57:13,490;352018
2022-11-10 15:57:15,006;352254
2022-11-10 15:57:18,615;352820
2022-11-10 15:57:21,726;353303
2022-11-10 15:57:28,663;354323
2022-11-10 15:57:30,351;354585
2022-11-10 15:57:31,210;354721
2022-11-10 15:57:36,741;355572
2022-11-10 15:57:40,257;356108
2022-11-10 15:57:40,913;356209
2022-11-10 15:57:42,351;356437
2022-11-10 15:57:45,413;356896
2022-11-10 15:57:45,648;356934
2022-11-10 15:58:00,179;359208
2022-11-10 15:58:02,007;359494
2022-11-10 15:58:02,241;359528
2022-11-10 15:58:09,397;360629
2022-11-10 15:58:11,350;360940
2022-11-10 15:58:21,397;362480
2022-11-10 15:58:25,679;363156
2022-11-10 15:58:26,414;363271
2022-11-10 15:58:26,773;363329
2022-11-10 15:58:37,898;365056
2022-11-10 15:58:44,382;366007
2022-11-10 15:58:49,820;366859
2022-11-10 15:59:03,864;369044
2022-11-10 15:59:04,474;369139
2022-11-10 15:59:05,255;369265
2022-11-10 15:59:08,286;369734
2022-11-10 15:59:08,911;369832
2022-11-10 15:59:18,302;371261
2022-11-10 15:59:23,318;372052
2022-11-10 15:59:23,521;372068
2022-11-10 15:59:25,161;372325
2022-11-10 15:59:29,928;373049
2022-11-10 15:59:33,803;373659
2022-11-10 15:59:34,928;373821
2022-11-10 15:59:34,990;373830
2022-11-10 15:59:41,256;374790
2022-11-10 15:59:45,146;375399
2022-11-10 15:59:45,662;375480
2022-11-10 15:59:45,740;375491
2022-11-10 15:59:49,740;376115
2022-11-10 15:59:51,631;376417
2022-11-10 15:59:52,287;376520
2022-11-10 15:59:55,615;377038
2022-11-10 15:59:57,803;377371
2022-11-10 15:59:58,178;377425
2022-11-10 16:00:01,924;377997
2022-11-10 16:00:04,381;378380
2022-11-10 16:00:08,474;379005
2022-11-10 16:00:12,006;379555
2022-11-10 16:00:13,553;379780
2022-11-10 16:00:15,990;380161
2022-11-10 16:00:21,834;381060
2022-11-10 16:00:29,803;382303
2022-11-10 16:00:38,037;383591
2022-11-10 16:00:41,412;384104
2022-11-10 16:00:42,853;384256
2022-11-10 16:00:54,632;386022
2022-11-10 16:00:56,960;386378
2022-11-10 16:01:00,034;386842
2022-11-10 16:01:02,175;387172
2022-11-10 16:01:02,175;387174
2022-11-10 16:01:04,253;387498
2022-11-10 16:01:04,878;387592
2022-11-10 16:01:06,471;387845
2022-11-10 16:01:06,987;387926
2022-11-10 16:01:08,440;388147
2022-11-10 16:01:28,118;391187
2022-11-10 16:01:29,930;391467
2022-11-10 16:01:31,462;391707
2022-11-10 16:01:34,243;392122
2022-11-10 16:01:34,743;392201
2022-11-10 16:01:35,649;392343
2022-11-10 16:01:39,169;392885
2022-11-10 16:01:40,060;393020
2022-11-10 16:01:41,794;393294
2022-11-10 16:01:44,450;393695
2022-11-10 16:01:48,169;394283
2022-11-10 16:01:50,732;394686
2022-11-10 16:01:54,529;395279
2022-11-10 16:01:56,622;395589
2022-11-10 16:02:00,557;396206
2022-11-10 16:02:03,904;396730
2022-11-10 16:02:07,544;397260
2022-11-10 16:02:07,763;397295
2022-11-10 16:02:10,646;397750
2022-11-10 16:02:11,224;397841
2022-11-10 16:02:12,380;398021
2022-11-10 16:02:14,240;398314
2022-11-10 16:02:15,536;398515
2022-11-10 16:02:19,865;399169
2022-11-10 16:02:22,193;399536
2022-11-10 16:02:32,630;401149
2022-11-10 16:02:34,115;401379
2022-11-10 16:02:37,958;401985
2022-11-10 16:02:42,276;402646
2022-11-10 16:02:43,959;402911
2022-11-10 16:02:47,147;403413
2022-11-10 16:02:49,865;403836
2022-11-10 16:02:54,787;404605
2022-11-10 16:03:00,767;405523
2022-11-10 16:03:17,029;408047
2022-11-10 16:03:19,054;408365
2022-11-10 16:03:21,460;408743
2022-11-10 16:03:29,773;410048
2022-11-10 16:03:31,117;410261
2022-11-10 16:03:32,398;410460
2022-11-10 16:03:36,867;411155
2022-11-10 16:03:39,398;411530
2022-11-10 16:03:44,320;412305
2022-11-10 16:03:52,649;413568
2022-11-10 16:04:05,647;415584
2022-11-10 16:04:09,272;416153
2022-11-10 16:04:11,022;416426
2022-11-10 16:04:12,053;416585
2022-11-10 16:04:12,413;416642
2022-11-10 16:04:18,319;417568
2022-11-10 16:04:22,243;418180
2022-11-10 16:04:22,321;418194
2022-11-10 16:04:26,835;418886
2022-11-10 16:04:29,444;419275
2022-11-10 16:04:32,366;419734
2022-11-10 16:04:34,694;420093
2022-11-10 16:04:40,319;420960
2022-11-10 16:04:42,366;421280
2022-11-10 16:04:45,757;421805
2022-11-10 16:04:48,866;422291
2022-11-10 16:04:49,538;422395
2022-11-10 16:04:50,085;422466
2022-11-10 16:04:51,663;422718
2022-11-10 16:04:53,590;423019
2022-11-10 16:04:53,746;423045
2022-11-10 16:05:01,222;424213
2022-11-10 16:05:06,696;425052
2022-11-10 16:05:07,352;425157
2022-11-10 16:05:16,258;426537
2022-11-10 16:05:20,946;427192
2022-11-10 16:05:27,767;428239
2022-11-10 16:05:30,994;428727
2022-11-10 16:05:37,373;429670
2022-11-10 16:05:38,733;429883
2022-11-10 16:05:38,842;429901
2022-11-10 16:05:43,467;430605
2022-11-10 16:05:44,108;430707
2022-11-10 16:05:48,779;431423
2022-11-10 16:05:49,186;431488
2022-11-10 16:05:53,904;432220
2022-11-10 16:05:55,248;432435
2022-11-10 16:05:56,139;432571
2022-11-10 16:05:58,706;432971
2022-11-10 16:05:59,347;433072
2022-11-10 16:06:00,624;433270
2022-11-10 16:06:01,936;433469
2022-11-10 16:06:08,004;434447
2022-11-10 16:06:09,832;434764
2022-11-10 16:06:12,019;435104
2022-11-10 16:06:13,051;435264
2022-11-10 16:06:14,738;435526
2022-11-10 16:06:15,629;435664
2022-11-10 16:06:25,222;437151
2022-11-10 16:06:27,051;437435
2022-11-10 16:06:29,457;437806
2022-11-10 16:06:34,191;438546
2022-11-10 16:06:35,660;438776
2022-11-10 16:06:37,738;439101
2022-11-10 16:06:40,332;439507
2022-11-10 16:06:43,238;439948
2022-11-10 16:06:52,941;441436
2022-11-10 16:06:54,160;441624
2022-11-10 16:06:54,832;441729
2022-11-10 16:06:59,488;442444
2022-11-10 16:07:02,062;442831
2022-11-10 16:07:08,567;443842
2022-11-10 16:07:10,036;444071
2022-11-10 16:07:15,536;444929
2022-11-10 16:07:17,130;445177
2022-11-10 16:07:20,177;445645
